path,cluster,bg_frac,p1,p50,p99,grad_mean,grad_tail,var_med,var_iqr,spec_slope
000258.npy,1,0.005386,0.058824,0.447059,0.988235,0.093939,4.760124,0.017985,0.028152,-1.137411
000259.npy,1,0.005569,0.058824,0.368627,0.988235,0.091560,4.874097,0.018085,0.029498,-1.115987
000260.npy,0,0.014740,0.043137,0.219608,0.631373,0.053451,4.674270,0.004499,0.006625,-1.036097
000261.npy,0,0.075729,0.007843,0.200000,0.873137,0.028562,7.535835,0.000654,0.003097,-1.376102
000262.npy,0,0.097107,0.007843,0.160784,0.878431,0.033588,6.814233,0.001164,0.004743,-1.368379
000263.npy,0,0.093857,0.007843,0.168627,0.874510,0.031784,7.038029,0.000880,0.004216,-1.358638
000264.npy,1,0.007202,0.050980,0.423529,0.901961,0.064509,4.133470,0.010744,0.015802,-1.203308
000265.npy,0,0.031570,0.023529,0.215686,0.690196,0.017122,9.360083,0.000164,0.000261,-1.483585
000266.npy,0,0.034302,0.019608,0.211765,0.682353,0.017154,9.418521,0.000166,0.000284,-1.494537
000267.npy,0,0.022354,0.031373,0.200000,0.690196,0.017626,9.100106,0.000150,0.000332,-1.532624
000268.npy,0,0.001129,0.117647,0.517647,0.917647,0.012052,6.021703,0.000223,0.000643,-1.543306
000269.npy,0,0.001511,0.066667,0.086275,0.560784,0.030140,8.525949,0.000306,0.003780,-0.918780
000270.npy,0,0.001572,0.062745,0.082353,0.549020,0.030745,8.175821,0.000342,0.004119,-0.922949
000271.npy,0,0.001068,0.066667,0.086275,0.559412,0.029860,8.481854,0.000297,0.003547,-0.926129
000272.npy,1,0.002029,0.098039,0.560784,0.996078,0.085415,5.336768,0.024494,0.054823,-1.181541
000273.npy,0,0.000229,0.149020,0.470588,0.796078,0.050565,2.466270,0.003035,0.000936,-0.699167
000274.npy,0,0.000320,0.129412,0.470588,0.831373,0.052088,2.485614,0.003168,0.000937,-0.701339
000275.npy,0,0.000244,0.149020,0.470588,0.800000,0.050892,2.475002,0.003058,0.000883,-0.702293
000276.npy,0,0.454529,0.003922,0.062745,0.956863,0.008885,9.288810,0.000022,0.000075,-1.791297
000277.npy,0,0.055542,0.015686,0.156863,0.850980,0.018731,4.311816,0.000861,0.002058,-1.776680
000278.npy,0,0.055634,0.019608,0.180392,0.807843,0.020741,4.338022,0.001083,0.002206,-1.693563
000279.npy,0,0.055252,0.015686,0.160784,0.747647,0.018704,4.333798,0.000852,0.001908,-1.751167
000280.npy,1,0.001999,0.086275,0.580392,0.996078,0.074871,4.404326,0.014950,0.023677,-1.195071
000281.npy,0,0.012634,0.047059,0.427451,0.996078,0.038316,7.780653,0.001620,0.010412,-1.343522
000282.npy,0,0.014648,0.043137,0.392157,0.996078,0.032821,8.849046,0.001289,0.006129,-1.386673
000283.npy,0,0.002151,0.062745,0.325490,0.996078,0.037791,7.836596,0.001507,0.009944,-1.363466
000284.npy,0,0.000229,0.117647,0.415686,0.917647,0.065030,4.349389,0.009184,0.014963,-1.138271
000285.npy,0,0.003204,0.082353,0.149020,0.760784,0.022819,8.601243,0.000299,0.000279,-1.234487
000286.npy,0,0.002975,0.086275,0.156863,0.768627,0.023365,8.568946,0.000309,0.000468,-1.250243
000287.npy,0,0.004761,0.070588,0.152941,0.568627,0.020612,6.147297,0.000305,0.000217,-1.124601
000288.npy,0,0.008606,0.054902,0.513726,0.952941,0.030966,8.668660,0.000875,0.007942,-1.548327
000289.npy,0,0.000473,0.188235,0.396078,0.725490,0.055377,3.181017,0.005460,0.004596,-1.034310
000290.npy,0,0.002289,0.078431,0.309804,0.635294,0.073632,3.072183,0.009406,0.006901,-0.900142
000291.npy,0,0.001846,0.086275,0.313726,0.627451,0.070606,3.107352,0.008388,0.006922,-0.917145
000292.npy,0,0.206650,0.035294,0.062745,0.882353,0.017587,13.142752,0.000046,0.000634,-1.506750
000293.npy,0,0.000107,0.133333,0.509804,0.882353,0.046494,2.474197,0.002547,0.000674,-0.733347
000294.npy,0,0.000336,0.133333,0.490196,0.858824,0.046233,2.448119,0.002498,0.000671,-0.716842
000295.npy,0,0.000320,0.141176,0.517647,0.898039,0.048519,2.470472,0.002784,0.000776,-0.719861
000296.npy,0,0.001266,0.074510,0.156863,0.992157,0.048865,6.377087,0.003432,0.011403,-1.170282
000297.npy,0,0.000137,0.168627,0.364706,0.988235,0.044575,8.758959,0.001797,0.005242,-1.194642
000298.npy,0,0.000137,0.168627,0.368627,0.984314,0.043587,8.778558,0.001762,0.005192,-1.195361
000299.npy,0,0.000137,0.172549,0.364706,0.988235,0.044072,8.892035,0.001684,0.004970,-1.194746
000300.npy,0,0.312073,0.000000,0.078431,0.160784,0.043646,2.134270,0.002229,0.000342,0.022774
000301.npy,0,0.463562,0.000000,0.172549,0.803922,0.028736,8.906773,0.000891,0.007533,-1.475664
000302.npy,0,0.562454,0.000000,0.000000,0.819608,0.021093,11.169194,0.000002,0.003477,-1.481671
000303.npy,0,0.596756,0.000000,0.000000,0.807843,0.019194,12.128389,0.000001,0.002449,-1.482072
000304.npy,0,0.039703,0.019608,0.266667,0.866667,0.036699,5.878543,0.002211,0.006300,-1.471086
000305.npy,0,0.012421,0.043137,0.462745,0.847059,0.031267,4.845265,0.001605,0.001961,-1.442890
000306.npy,0,0.014511,0.039216,0.505882,0.850980,0.032394,5.228280,0.001785,0.002367,-1.451464
000307.npy,0,0.014313,0.039216,0.505882,0.850980,0.032403,5.230529,0.001786,0.002369,-1.451548
000308.npy,0,0.002289,0.101961,0.258824,0.976471,0.014171,6.370968,0.000197,0.001423,-1.815249
000309.npy,0,0.002014,0.176471,0.407843,0.650980,0.043129,3.351987,0.003251,0.003155,-1.266429
000310.npy,0,0.001938,0.176471,0.407843,0.650980,0.042904,3.341248,0.003208,0.003140,-1.267035
000311.npy,0,0.001968,0.176471,0.407843,0.650980,0.042846,3.341089,0.003232,0.003113,-1.263061
000312.npy,1,0.023773,0.039216,0.349020,0.788235,0.092494,3.039878,0.016629,0.012706,-1.174165
000313.npy,0,0.006165,0.062745,0.478431,0.952941,0.010871,2.550725,0.000191,0.000089,-1.336257
000314.npy,0,0.003784,0.074510,0.525490,0.949020,0.012155,2.601053,0.000228,0.000101,-1.288102
000315.npy,0,0.004211,0.074510,0.545098,0.976471,0.010932,2.586898,0.000206,0.000123,-1.325018
000316.npy,0,0.000168,0.474510,0.494118,0.529412,0.005742,17.593304,0.000017,0.000006,-0.899032
000317.npy,0,0.001740,0.188235,0.439216,0.909804,0.034605,6.528352,0.003308,0.008618,-1.062898
000318.npy,0,0.009964,0.050980,0.415686,0.905882,0.038457,6.684365,0.003114,0.008713,-1.154234
000319.npy,0,0.010880,0.047059,0.419608,0.905882,0.042163,6.442781,0.004399,0.010435,-1.154894
000320.npy,1,0.005981,0.062745,0.541176,0.890196,0.080648,3.285830,0.010564,0.009800,-1.104023
000321.npy,0,0.063049,0.023529,0.188235,0.976471,0.033409,5.124479,0.001896,0.005984,-1.470444
000322.npy,0,0.049652,0.027451,0.243137,0.976471,0.037656,4.751640,0.002768,0.007948,-1.456156
000323.npy,0,0.053467,0.023529,0.219608,0.976471,0.035431,4.933042,0.002488,0.007065,-1.470878
000324.npy,0,0.059555,0.019608,0.396078,0.968627,0.049676,7.039951,0.004375,0.013250,-1.400968
000325.npy,0,0.451370,0.019608,0.066667,0.768627,0.020206,9.423803,0.000215,0.001984,-1.428458
000326.npy,0,0.455658,0.019608,0.062745,0.768627,0.022098,8.820646,0.000297,0.002552,-1.382707
000327.npy,0,0.462265,0.019608,0.062745,0.772549,0.022207,8.829106,0.000303,0.002578,-1.382464
000328.npy,0,0.000565,0.105882,0.639216,0.913725,0.019430,2.563964,0.000561,0.000381,-1.150560
000329.npy,0,0.011124,0.047059,0.176471,0.741176,0.041715,5.195888,0.001942,0.004414,-1.347762
000330.npy,0,0.010864,0.047059,0.176471,0.741176,0.041609,5.184476,0.001947,0.004392,-1.347887
000331.npy,0,0.011368,0.047059,0.176471,0.717647,0.040625,5.224235,0.001974,0.003866,-1.336685
000332.npy,0,0.190231,0.019608,0.129412,0.862745,0.020698,6.102036,0.000407,0.003339,-1.823257
000333.npy,0,0.053162,0.007843,0.266667,0.658824,0.047091,4.806455,0.004136,0.007231,-1.311685
000334.npy,0,0.050980,0.011765,0.274510,0.654902,0.047733,4.652659,0.004097,0.006554,-1.300736
000335.npy,0,0.050797,0.011765,0.274510,0.654902,0.047860,4.647589,0.004102,0.006632,-1.300835
000336.npy,0,0.049316,0.019608,0.450980,0.819608,0.035794,3.478796,0.004183,0.007910,-1.765194
000337.npy,0,0.074188,0.015686,0.176471,0.494118,0.012176,4.737848,0.000324,0.000795,-1.619659
000338.npy,0,0.047150,0.019608,0.254902,0.678431,0.016661,4.591238,0.000667,0.001371,-1.620155
000339.npy,0,0.029709,0.023529,0.258824,0.619608,0.015887,4.637765,0.000599,0.001265,-1.614513
000340.npy,0,0.095123,0.019608,0.537255,0.760784,0.024770,5.931048,0.000538,0.001487,-1.281376
000341.npy,0,0.000809,0.078431,0.607843,0.992157,0.023106,3.832164,0.001351,0.003020,-1.607400
000342.npy,0,0.001297,0.090196,0.619608,0.992157,0.022726,3.627813,0.001391,0.002780,-1.621367
000343.npy,0,0.002396,0.070588,0.615686,0.992157,0.022728,3.742710,0.001353,0.002928,-1.629428
000344.npy,0,0.144852,0.027451,0.392157,0.996078,0.031467,6.142223,0.001894,0.004340,-1.464630
000345.npy,0,0.158600,0.011765,0.266667,0.960784,0.030091,5.754613,0.001419,0.004459,-1.404374
000346.npy,0,0.100204,0.031373,0.227451,0.937255,0.027833,6.387544,0.001008,0.003991,-1.445946
000347.npy,0,0.107498,0.031373,0.227451,0.937255,0.027881,6.395027,0.001012,0.003989,-1.446049
000348.npy,0,0.212524,0.000000,0.215686,0.901961,0.028294,8.593866,0.000577,0.005636,-1.396831
000349.npy,0,0.114456,0.000000,0.223529,0.835294,0.043911,5.723455,0.003037,0.005213,-1.436217
000350.npy,0,0.098221,0.000000,0.215686,0.807843,0.043401,5.592861,0.002787,0.004457,-1.421251
000351.npy,0,0.103653,0.000000,0.227451,0.815686,0.050423,5.047783,0.004026,0.005757,-1.400120
000352.npy,1,0.050980,0.007843,0.498039,0.988235,0.262083,2.122453,0.081605,0.013123,0.016100
000353.npy,1,0.096802,0.003922,0.266667,0.525490,0.140398,2.117302,0.023286,0.003604,0.029968
000354.npy,1,0.084366,0.003922,0.298039,0.596078,0.158848,2.120956,0.029900,0.004522,-0.034531
000355.npy,1,0.081299,0.003922,0.309804,0.611765,0.162869,2.122552,0.031442,0.004757,-0.007406
000356.npy,0,0.018570,0.031373,0.349020,0.843137,0.047281,6.100272,0.002163,0.012655,-1.298213
000357.npy,0,0.002975,0.078431,0.196078,0.743726,0.033076,6.546337,0.001222,0.002072,-1.294507
000358.npy,0,0.004044,0.066667,0.203922,0.745098,0.040733,5.684443,0.001757,0.005361,-1.231936
000359.npy,0,0.003403,0.074510,0.200000,0.741176,0.036700,6.185905,0.001399,0.003463,-1.267526
000360.npy,0,0.001938,0.074510,0.494118,0.898039,0.064745,5.810953,0.006945,0.017883,-1.204287
000361.npy,0,0.000092,0.129412,0.176471,0.266667,0.012274,7.218845,0.000071,0.000086,-0.523453
000362.npy,0,0.000153,0.164706,0.243137,0.403922,0.020355,6.763670,0.000134,0.000844,-0.578900
000363.npy,0,0.000198,0.117647,0.188235,0.372549,0.021966,6.080437,0.000101,0.001689,-0.694431
000364.npy,0,0.001587,0.098039,0.482353,0.992157,0.031323,9.512065,0.000439,0.003444,-0.967033
000365.npy,0,0.165665,0.000000,0.090196,0.686275,0.029019,8.231340,0.000446,0.003545,-1.197492
000366.npy,0,0.159729,0.000000,0.094118,0.709804,0.028785,8.286834,0.000410,0.003517,-1.198467
000367.npy,0,0.165634,0.000000,0.090196,0.686275,0.028990,8.253438,0.000414,0.003551,-1.196214
000368.npy,0,0.002869,0.101961,0.345098,0.768627,0.029538,4.314833,0.001778,0.002571,-1.348431
000369.npy,0,0.000198,0.188235,0.509804,0.776471,0.054260,3.236332,0.005650,0.004853,-1.178697
000370.npy,0,0.000305,0.176471,0.505882,0.815686,0.065978,3.156586,0.008360,0.007003,-1.164081
000371.npy,0,0.000198,0.176471,0.498039,0.792157,0.059127,3.206310,0.006631,0.005101,-1.148898
000372.npy,0,0.003372,0.078431,0.478431,0.866667,0.024597,2.739504,0.000776,0.000645,-1.164627
000373.npy,1,0.000244,0.129412,0.447059,0.764706,0.084086,2.867709,0.012495,0.009028,-0.888905
000374.npy,1,0.000366,0.125490,0.450980,0.768627,0.084531,2.857938,0.012974,0.008069,-0.885057
000375.npy,1,0.000397,0.121569,0.427451,0.760784,0.083226,2.877557,0.012472,0.008809,-0.888794
000376.npy,0,0.000702,0.149020,0.776471,0.890196,0.065277,4.312825,0.005121,0.014169,-0.968027
000377.npy,1,0.000732,0.145098,0.745098,0.941176,0.075007,4.069266,0.014420,0.022954,-1.017179
000378.npy,1,0.000961,0.121569,0.698039,0.945098,0.073824,3.995548,0.013410,0.021250,-1.010119
000379.npy,1,0.000687,0.149020,0.796078,0.941176,0.070537,4.286061,0.012953,0.022854,-1.020606
000380.npy,0,0.056534,0.043137,0.117647,0.917647,0.032530,8.068964,0.000812,0.004103,-1.368227
000381.npy,0,0.000504,0.149020,0.454902,0.749020,0.044273,3.010275,0.002410,0.001378,-0.888503
000382.npy,0,0.001465,0.137255,0.415686,0.701961,0.046060,3.069787,0.002548,0.001556,-0.873293
000383.npy,0,0.000366,0.164706,0.509804,0.792157,0.045027,2.767040,0.002630,0.001365,-0.903423
000384.npy,0,0.231827,0.007843,0.098039,0.964706,0.014826,14.409122,0.000068,0.000350,-1.541459
000385.npy,0,0.024460,0.015686,0.305882,0.745098,0.071648,2.902229,0.007142,0.006550,-0.753229
000386.npy,0,0.029800,0.015686,0.282353,0.713726,0.068605,2.800910,0.006474,0.005857,-0.720531
000387.npy,0,0.026825,0.015686,0.301961,0.752941,0.073129,2.864425,0.007420,0.006823,-0.726141
000388.npy,0,0.006134,0.054902,0.501961,0.901961,0.036801,5.016054,0.002327,0.006491,-1.402241
000389.npy,0,0.028275,0.035294,0.152941,0.533333,0.025761,4.697197,0.000802,0.002382,-1.316479
000390.npy,0,0.406799,0.011765,0.058824,0.329412,0.012674,13.599839,0.000105,0.000332,-1.161447
000391.npy,0,0.200043,0.019608,0.098039,0.469216,0.015559,5.424910,0.000245,0.000769,-1.367082
000392.npy,0,0.098587,0.015686,0.286275,0.784314,0.022991,7.572054,0.000476,0.002044,-1.590137
000393.npy,0,0.000107,0.152941,0.545098,0.862745,0.019702,2.488082,0.000713,0.000625,-1.234504
000394.npy,0,0.000397,0.172549,0.576471,0.882353,0.018891,2.495380,0.000662,0.000583,-1.251317
000395.npy,0,0.001526,0.117647,0.670588,0.917647,0.013262,2.582060,0.000306,0.000315,-1.302082
000396.npy,0,0.005096,0.066667,0.352941,0.713726,0.061567,3.409364,0.006960,0.006613,-1.176190
000397.npy,0,0.000015,0.615686,0.901961,0.996078,0.044119,3.009097,0.001722,0.002307,-0.782490
000398.npy,0,0.000092,0.466667,0.858824,0.996078,0.065249,2.989884,0.003844,0.004491,-0.724288
000399.npy,0,0.000214,0.333333,0.839216,0.996078,0.075742,3.007493,0.005509,0.003073,-0.731579
000400.npy,0,0.005692,0.054902,0.513726,0.956863,0.017393,8.145200,0.000120,0.000771,-1.775795
000401.npy,0,0.000061,0.396078,0.666667,0.870588,0.017761,3.797035,0.000666,0.001152,-1.494258
000402.npy,0,0.000061,0.392157,0.800000,0.913725,0.018235,9.322976,0.000233,0.000727,-1.253788
000403.npy,0,0.000107,0.447059,0.800000,0.917647,0.014612,9.528638,0.000185,0.000434,-1.304383
000404.npy,0,0.097122,0.000000,0.411765,0.772549,0.066209,3.959426,0.007031,0.007674,-1.042179
000405.npy,1,0.093445,0.003922,0.266667,0.529412,0.141142,2.122720,0.023661,0.003627,-0.021785
000406.npy,1,0.100403,0.003922,0.254902,0.505882,0.135523,2.114155,0.021794,0.003192,0.011281
000407.npy,1,0.083450,0.003922,0.298039,0.592157,0.156740,2.114599,0.029162,0.004494,0.024872
000408.npy,0,0.007568,0.050980,0.443137,0.705882,0.027129,8.047421,0.000313,0.002798,-1.398635
000409.npy,0,0.010727,0.047059,0.607843,0.901961,0.013022,2.768261,0.000280,0.000336,-1.373464
000410.npy,0,0.023956,0.035294,0.592157,0.894118,0.012933,2.745792,0.000273,0.000321,-1.374527
000411.npy,0,0.015305,0.043137,0.607843,0.894118,0.013049,2.770754,0.000281,0.000352,-1.378558
000412.npy,0,0.000107,0.129412,0.545098,0.941176,0.021071,3.128068,0.000729,0.000842,-1.298688
000413.npy,1,0.002289,0.180392,0.662745,0.901961,0.082417,3.228081,0.010580,0.008927,-0.991991
000414.npy,0,0.002258,0.184314,0.670588,0.909804,0.081098,3.264287,0.010303,0.008249,-1.001870
000415.npy,0,0.002197,0.200000,0.682353,0.909804,0.078786,3.294976,0.009599,0.008886,-0.989691
000416.npy,0,0.052002,0.031373,0.121569,0.960784,0.025689,12.321862,0.000145,0.000827,-1.583807
000417.npy,0,0.000168,0.121569,0.270588,0.839216,0.033624,2.611160,0.001299,0.000467,-0.952964
000418.npy,0,0.000153,0.117647,0.262745,0.831373,0.033710,2.627808,0.001311,0.000512,-0.954613
000419.npy,0,0.000168,0.125490,0.276471,0.847059,0.033766,2.626019,0.001321,0.000489,-0.950607
000420.npy,0,0.001083,0.211765,0.780392,0.894118,0.017319,6.996694,0.000230,0.000507,-1.327550
000421.npy,0,0.000168,0.215686,0.741176,0.949020,0.019665,4.131653,0.000496,0.000785,-1.156348
000422.npy,0,0.000137,0.219608,0.745098,0.952941,0.019566,4.131883,0.000485,0.000735,-1.155474
000423.npy,0,0.000198,0.215686,0.741176,0.952941,0.019748,4.141185,0.000503,0.000776,-1.155461
000424.npy,0,0.065369,0.015686,0.447059,0.960784,0.018200,10.433802,0.000278,0.000700,-1.505813
000425.npy,0,0.781265,0.000000,0.011765,0.556863,0.015534,6.938692,0.000044,0.000349,-1.252842
000426.npy,0,0.633957,0.000000,0.011765,0.670588,0.019879,6.250389,0.000087,0.001420,-1.290853
000427.npy,0,0.683823,0.000000,0.011765,0.549020,0.016951,6.294617,0.000033,0.001082,-1.268677
000428.npy,0,0.066589,0.027451,0.129412,0.839216,0.044992,5.403803,0.002802,0.015154,-1.531039
000429.npy,1,0.028137,0.035294,0.568627,0.949020,0.100916,3.411357,0.031110,0.038614,-1.428511
000430.npy,1,0.016830,0.043137,0.666667,0.964706,0.100430,3.627954,0.034194,0.046208,-1.426077
000431.npy,1,0.024612,0.039216,0.600000,0.956863,0.100038,3.473505,0.030618,0.039906,-1.432708
000432.npy,0,0.095657,0.011765,0.168627,0.847059,0.029200,6.015501,0.001551,0.002666,-1.479456
000433.npy,0,0.020721,0.039216,0.239216,0.607843,0.028763,3.759911,0.001263,0.001727,-1.227468
000434.npy,0,0.025375,0.035294,0.188235,0.552941,0.026229,3.917144,0.001014,0.001600,-1.239997
000435.npy,0,0.017685,0.039216,0.180392,0.549020,0.025203,4.107135,0.000923,0.001472,-1.255206
000436.npy,0,0.198746,0.011765,0.129412,0.537255,0.021823,6.036765,0.000993,0.002736,-1.555652
000437.npy,0,0.095383,0.015686,0.266667,0.694118,0.026486,3.634260,0.002003,0.005016,-1.533626
000438.npy,0,0.116501,0.019608,0.270588,0.678431,0.027709,3.538179,0.002031,0.005612,-1.509122
000439.npy,0,0.125305,0.015686,0.235294,0.600000,0.024318,3.520143,0.001587,0.003957,-1.507783
000440.npy,0,0.026566,0.003922,0.596078,0.996078,0.025887,7.701983,0.000410,0.004165,-1.429185
000441.npy,0,0.017609,0.027451,0.592157,0.980392,0.028378,5.463782,0.001814,0.005971,-1.688158
000442.npy,0,0.007721,0.062745,0.580392,0.960784,0.019689,5.978152,0.000642,0.002561,-1.689230
000443.npy,0,0.015823,0.031373,0.545098,0.850980,0.023163,5.702465,0.001065,0.003930,-1.688434
000444.npy,0,0.010452,0.047059,0.247059,0.733333,0.040815,5.117385,0.002911,0.007304,-1.437513
000445.npy,0,0.001373,0.141176,0.482353,0.901961,0.031451,3.880429,0.002016,0.005786,-1.523766
000446.npy,0,0.001373,0.141176,0.490196,0.898039,0.029175,3.849107,0.001550,0.004631,-1.512932
000447.npy,0,0.001236,0.156863,0.490196,0.886275,0.027781,3.868129,0.001376,0.004396,-1.511398
000448.npy,0,0.000168,0.141176,0.333333,0.866667,0.046181,2.499680,0.002667,0.000892,-0.707606
000449.npy,0,0.034744,0.027451,0.235294,0.760784,0.025129,3.561152,0.001498,0.002674,-1.400117
000450.npy,0,0.038513,0.027451,0.215686,0.682353,0.024612,3.436863,0.001294,0.002867,-1.370581
000451.npy,0,0.037689,0.027451,0.219608,0.682353,0.024764,3.425844,0.001392,0.002794,-1.368186
000452.npy,0,0.037933,0.023529,0.227451,0.843137,0.016257,6.988075,0.000049,0.001695,-1.639882
000453.npy,0,0.000366,0.268039,0.839216,0.945098,0.053311,3.982660,0.003140,0.004431,-1.115964
000454.npy,0,0.000641,0.235294,0.839216,0.945098,0.053712,4.011145,0.003092,0.004445,-1.127820
000455.npy,0,0.000244,0.305882,0.843137,0.949020,0.053074,3.989271,0.003148,0.004232,-1.101991
000456.npy,0,0.003174,0.109804,0.576471,0.960784,0.049452,3.771959,0.003814,0.005280,-1.193447
000457.npy,0,0.001007,0.082353,0.266667,0.996078,0.052557,8.666365,0.002567,0.004664,-1.142181
000458.npy,0,0.001022,0.082353,0.266667,0.996078,0.052592,8.666095,0.002570,0.004683,-1.142067
000459.npy,0,0.000778,0.082353,0.270588,0.996078,0.052068,8.555793,0.002551,0.004807,-1.130670
000460.npy,0,0.015579,0.035294,0.537255,0.941176,0.042983,4.865245,0.004302,0.007603,-1.595819
000461.npy,0,0.008759,0.050980,0.466667,0.972549,0.008603,3.538086,0.000190,0.000498,-1.695159
000462.npy,0,0.009766,0.050980,0.525490,0.976471,0.009081,3.414109,0.000224,0.000591,-1.694291
000463.npy,0,0.032928,0.035294,0.576471,0.976471,0.009754,3.369608,0.000285,0.000698,-1.720210
000464.npy,0,0.023056,0.039216,0.239216,0.898039,0.044031,5.503602,0.002584,0.005797,-1.229714
000465.npy,0,0.000107,0.160784,0.549020,0.886275,0.037755,2.510118,0.001759,0.000484,-0.698028
000466.npy,0,0.000168,0.137255,0.537255,0.890196,0.039392,2.489326,0.001893,0.000567,-0.697947
000467.npy,0,0.000412,0.129412,0.537255,0.898039,0.040060,2.500557,0.001990,0.000589,-0.696579
000468.npy,0,0.000244,0.113725,0.462745,0.917647,0.052429,6.057943,0.006524,0.022724,-1.010687
000469.npy,0,0.013367,0.043137,0.219608,0.854902,0.058801,5.273645,0.003963,0.007120,-1.029951
000470.npy,0,0.014130,0.043137,0.211765,0.839216,0.058857,5.235517,0.003996,0.006658,-1.016050
000471.npy,0,0.012939,0.047059,0.219608,0.878431,0.058851,5.278924,0.003933,0.007001,-1.043914
000472.npy,0,0.014557,0.043137,0.517647,0.929412,0.034752,10.622865,0.001507,0.009473,-1.594408
